pair,relatedness
C-G_D-14,0.0
C-G_D-3.5,0.0
C-G_D-beta,0.0
C-G_E-17,0.0
C-G_E-18,0.0
C-G_E-21,0.0
C-G_E-23,0.0
C-G_F-13,0.0
C-G_G-11,0.0
C-G_G-21,0.0
C-G_H-29,0.0
C-G_H-33,0.0
C-G_C-9,0.0
C-H_C-K,0.0
C-H_D-5,0.0
C-H_D-7,0.0
C-H_D-8,0.0
C-H_D-12,0.0
C-H_D-13,0.0
C-H_D-14,0.0
C-H_D-3.5,0.0
C-H_D-beta,0.0
C-H_E-17,0.0
C-H_E-18,0.0
C-H_E-21,0.0
C-H_E-23,0.0
C-H_F-13,0.0
C-H_G-11,0.0
C-H_G-21,0.0
C-H_H-29,0.0
C-H_H-33,0.0
C-H_C-9,0.0
C-K_D-5,0.0
C-K_D-7,0.0
C-K_D-8,0.0
C-K_D-12,0.0
C-K_D-13,0.0
C-K_D-14,0.0
C-K_D-3.5,0.0
C-K_D-beta,0.0
C-K_E-17,0.0
C-K_E-18,0.0
C-K_E-21,0.0
C-K_E-23,0.0
C-K_F-13,0.0
C-K_G-11,0.0
C-K_G-21,0.0
C-K_H-29,0.0
C-K_H-33,0.0
C-K_C-9,0.0
D-5_D-7,0.0
D-5_D-8,0.0
D-5_D-12,0.0
D-5_D-13,0.0
D-5_D-14,0.0
D-5_D-3.5,0.0
D-5_D-beta,0.0
D-5_E-17,0.0
D-5_E-18,0.0
D-5_E-21,0.0
D-5_E-23,0.0
D-5_F-13,0.0
D-5_G-11,0.0
D-5_G-21,0.0
D-5_H-29,0.0
D-5_H-33,0.0
D-5_C-9,0.0
D-7_D-8,0.0
D-7_D-12,0.0
D-7_D-13,0.0
D-7_D-14,0.0
D-7_D-3.5,0.0
D-7_D-beta,0.0
D-7_E-17,0.0
D-7_E-18,0.0
D-7_E-21,0.0
D-7_E-23,0.0
D-7_F-13,0.0
D-7_G-11,0.0
D-7_G-21,0.0
D-7_H-29,0.0
D-7_H-33,0.0
D-7_C-9,0.0
D-8_D-12,0.0
D-8_D-13,0.0
D-8_D-14,0.0
D-8_D-3.5,0.0
D-8_D-beta,0.0
D-8_E-17,0.0
D-8_E-18,0.0
D-8_E-21,0.0
D-8_E-23,0.0
D-8_F-13,0.0
D-8_G-11,0.0
D-8_G-21,0.0
D-8_H-29,0.0
D-8_H-33,0.0
D-8_C-9,0.0
D-12_D-13,0.0
D-12_D-14,0.0
D-12_D-3.5,0.0
D-12_D-beta,0.0
D-12_E-17,0.0
D-12_E-18,0.0
D-12_E-21,0.0
D-12_E-23,0.0
D-12_F-13,0.0
D-12_G-11,0.0
D-12_G-21,0.0
D-12_H-29,0.0
D-12_H-33,0.0
D-12_C-9,0.0
D-13_D-14,0.0
D-13_D-3.5,0.0
D-13_D-beta,0.0
D-13_E-17,0.0
D-13_E-18,0.0
D-13_E-21,0.0
D-13_E-23,0.0
D-13_F-13,0.0
D-13_G-11,0.0
D-13_G-21,0.0
D-13_H-29,0.0
D-13_H-33,0.0
D-13_C-9,0.0
D-14_D-3.5,0.0
D-14_D-beta,0.0
D-14_E-17,0.0
D-14_E-18,0.0
D-14_E-21,0.0
D-14_E-23,0.0
D-14_F-13,0.0
D-14_G-11,0.0
D-14_G-21,0.0
D-14_H-29,0.0
D-14_H-33,0.0
D-14_C-9,0.0
D-3.5_D-beta,0.0
D-3.5_E-17,0.0
D-3.5_E-18,0.0
D-3.5_E-21,0.0
D-3.5_E-23,0.0
D-3.5_F-13,0.0
D-3.5_G-11,0.0
D-3.5_G-21,0.0
D-3.5_H-29,0.0
D-3.5_H-33,0.0
D-3.5_C-9,0.0
D-beta_E-17,0.0
D-beta_E-18,0.0
D-beta_E-21,0.0
D-beta_E-23,0.0
D-beta_F-13,0.0
D-beta_G-11,0.0
D-beta_G-21,0.0
D-beta_H-29,0.0
D-beta_H-33,0.0
D-beta_C-9,0.0
E-17_E-18,0.0
E-17_E-21,0.0
E-17_E-23,0.0
E-17_F-13,0.0
E-17_G-11,0.0
E-17_G-21,0.0
E-17_H-29,0.0
E-17_H-33,0.0
E-17_C-9,0.0
E-18_E-21,0.0
E-18_E-23,0.0
E-18_F-13,0.0
E-18_G-11,0.0
E-18_G-21,0.0
E-18_H-29,0.0
E-18_H-33,0.0
E-18_C-9,0.0
E-21_E-23,0.0
E-21_F-13,0.0
E-21_G-11,0.0
E-21_G-21,0.0
E-21_H-29,0.0
E-21_H-33,0.0
E-21_C-9,0.0
E-23_F-13,0.0
E-23_G-11,0.0
E-23_G-21,0.0
E-23_H-29,0.0
E-23_H-33,0.0
E-23_C-9,0.0
F-13_G-11,0.0
F-13_G-21,0.0
F-13_H-29,0.0
F-13_H-33,0.0
F-13_C-9,0.0
G-11_G-21,0.0
G-11_H-29,0.0
G-11_H-33,0.0
G-11_C-9,0.0
G-21_H-29,0.0
G-21_H-33,0.0
G-21_C-9,0.0
H-29_H-33,0.0
H-29_C-9,0.0
H-33_C-9,0.0
