"Variety_ID","Experiment","parent1","Code_ID","Accession_ID","geno.panel","grain.yield","grain.number","seed.size","anthesis","silking","plant.height","tassel.height","ear.height","year","loc","scenarioWater","scenarioTemp","scenarioFull","geneticGroup"
"A3","Gai12W","A3_inra",3102,"A3_H","DROPS",11.3189663812,4301.0675972594,325.4872062012,64.5863152711,67.5450624339,249.9928559541,297.2495268115,119.0237055482,"2012","Gai","WW","Cool","WW.Cool","Other"
"A3","Cam12R","A3_inra",3102,"A3_H","DROPS",1.4976259655,498.4102855955,NA,70.2259379583,83.5112799545,139.6345579919,165.9900926424,66.530159968,"2012","Cam","WD","Hot","WD.Hot","Other"
"A3","Ner12R","A3_inra",3102,"A3_H","DROPS",4.2389948449,1928.2418908159,256.7033277831,68.7125857297,81.672033825,201.8747356234,NA,124.594251928,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A3","Kar13W","A3_inra",3102,"A3_H","DROPS",7.9987306199,3486.0610523875,263.5333302285,65.0978265397,69.1218996391,244.8430669781,284.9855543055,132.1304979683,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A3","Mur13R","A3_inra",3102,"A3_H","DROPS",6.7155166292,2953.7371021535,264.1323765159,60.2190702114,65.972271368,260.5325398473,NA,126.9638681482,"2013","Mur","WW","Hot","WW.Hot","Other"
"A3","Kar13R","A3_inra",3102,"A3_H","DROPS",10.1109716132,4431.6129028523,285.0638410525,66.8292147272,68.020232209,261.181642602,NA,123.9499569096,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A3","Cra12R","A3_inra",3102,"A3_H","DROPS",0.8211012161,357.1360280479,243.3617024092,71.2166468742,80.42390299,108.9180705041,149.6785637375,52.3915798453,"2012","Cra","WD","Hot","WD.Hot","Other"
"A3","Mur13W","A3_inra",3102,"A3_H","DROPS",6.7442052407,2783.6252561892,283.6230021239,62.9074871513,67.2448320519,254.1214460305,NA,127.2176561264,"2013","Mur","WW","Hot","WW.Hot","Other"
"A3","Mar13R","A3_inra",3102,"A3_H","DROPS",6.3605997824,2290.6995099384,276.198619387,68.6503482308,72.1493820363,244.8828095806,274.9591820152,102.6595059108,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A3","Kar12W","A3_inra",3102,"A3_H","DROPS",7.0277405531,3846.8694432189,213.3286305438,64.215840543,65.5055191792,253.4467618416,306.5482039709,147.9374126481,"2012","Kar","WW","Cool","WW.Cool","Other"
"A310","Kar13R","A310_inra",3008,"A310_H","DROPS",6.2260929351,2349.0887251423,318.3519790111,65.985957813,66.2136703135,261.0349431784,NA,142.7660600297,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A310","Cam12R","A310_inra",3008,"A310_H","DROPS",2.7644188951,957.8363459521,NA,70.8366191194,82.4849466347,136.4930950003,167.5831857033,74.3295478893,"2012","Cam","WD","Hot","WD.Hot","Other"
"A310","Cra12R","A310_inra",3008,"A310_H","DROPS",2.8244677438,1088.4254313922,279.6916890411,69.5085036402,73.6662527905,115.2245569557,148.751955646,53.1383392299,"2012","Cra","WD","Hot","WD.Hot","Other"
"A310","Ner12R","A310_inra",3008,"A310_H","DROPS",4.3484726811,1718.1389701401,289.203990755,67.7158267175,76.7488153829,204.6085123227,NA,126.3493704286,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A310","Mur13W","A310_inra",3008,"A310_H","DROPS",4.3373705535,1691.5049907588,299.4229707255,62.4878030441,64.0745437121,267.6577784302,NA,147.7240759744,"2013","Mur","WW","Hot","WW.Hot","Other"
"A310","Kar13W","A310_inra",3008,"A310_H","DROPS",5.0846503383,1932.2299729677,306.6609406161,65.4479300828,64.7066326327,252.1650510964,290.3502389634,142.4477170143,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A310","Gai12W","A310_inra",3008,"A310_H","DROPS",11.1503675245,3818.380048029,336.2951454719,65.5380491288,65.8306275587,253.5634942728,284.7997778075,137.3070489468,"2012","Gai","WW","Cool","WW.Cool","Other"
"A310","Mar13R","A310_inra",3008,"A310_H","DROPS",5.9702698677,1771.445957116,331.7436098247,69.6531913085,70.2672566305,213.1464206277,238.6383333091,103.0708815956,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A310","Mur13R","A310_inra",3008,"A310_H","DROPS",4.7850293956,1882.8253771672,296.8894184947,60.4579692168,62.6659548943,258.9824110562,NA,148.9062375789,"2013","Mur","WW","Hot","WW.Hot","Other"
"A310","Kar12W","A310_inra",3008,"A310_H","DROPS",8.9973115724,3779.9113827013,279.3203787193,64.7474869712,65.8486370156,255.38218288,313.0028887768,164.8289077521,"2012","Kar","WW","Cool","WW.Cool","Other"
"A347","Kar12W","A347_inra",3013,"A347_H","DROPS",6.9760728998,2738.7304358963,294.6309655463,64.4567041441,64.9680344847,241.5229820843,303.6788872357,146.3903776531,"2012","Kar","WW","Cool","WW.Cool","Other"
"A347","Kar13R","A347_inra",3013,"A347_H","DROPS",6.1526491944,2188.6814992426,332.4443611589,68.8850467009,67.7139756203,240.524622886,NA,137.322661055,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A347","Mur13W","A347_inra",3013,"A347_H","DROPS",5.3223189954,2354.2973649008,265.1405099095,61.8131184385,65.5221492577,253.7674417153,NA,129.3178290162,"2013","Mur","WW","Hot","WW.Hot","Other"
"A347","Ner12R","A347_inra",3013,"A347_H","DROPS",4.137888877,1733.1080274966,283.6401603027,70.1853369741,78.2578607945,190.7992081717,NA,129.1433259963,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A347","Cam12R","A347_inra",3013,"A347_H","DROPS",1.8124780618,687.9395164495,NA,71.2340009437,80.4872916951,125.7929132751,158.374218052,69.3338431378,"2012","Cam","WD","Hot","WD.Hot","Other"
"A347","Cra12R","A347_inra",3013,"A347_H","DROPS",1.8989196721,772.8367162361,262.8147597181,73.2628984537,74.4325345288,111.6507903407,152.7463065985,61.3530586322,"2012","Cra","WD","Hot","WD.Hot","Other"
"A347","Kar13W","A347_inra",3013,"A347_H","DROPS",7.0256817591,2532.405401109,328.3534741587,65.4898777675,66.2980746911,232.1970580381,294.0358535056,137.6594158654,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A347","Gai12W","A347_inra",3013,"A347_H","DROPS",9.7603173933,3463.0284294433,339.5241987026,69.11577062,67.8935163255,241.5583991032,298.1698186739,111.0594435064,"2012","Gai","WW","Cool","WW.Cool","Other"
"A347","Mur13R","A347_inra",3013,"A347_H","DROPS",4.7183326702,2174.0739311056,254.7200376969,61.4704849428,66.0652731947,232.7946090171,NA,132.0321036833,"2013","Mur","WW","Hot","WW.Hot","Other"
"A347","Mar13R","A347_inra",3013,"A347_H","DROPS",7.1335370271,2547.3234174962,266.3516048324,71.157618873,73.0655627482,220.34655204,251.7288527784,94.7475106972,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A374","Mur13W","A374_inra",3017,"A374_H","DROPS",7.9372796808,3785.3030977666,247.216529713,65.4974857124,67.7174944142,252.4902277867,NA,133.3431001785,"2013","Mur","WW","Hot","WW.Hot","Other"
"A374","Cam12R","A374_inra",3017,"A374_H","DROPS",2.8572573373,1123.648603421,NA,72.8286919564,82.4216786861,134.0264713108,173.1778015038,68.2324641867,"2012","Cam","WD","Hot","WD.Hot","Other"
"A374","Gai12W","A374_inra",3017,"A374_H","DROPS",11.1742895167,4991.7093005944,278.2265214585,67.8205352709,68.5563162105,257.3050071328,303.9172764194,118.2971458751,"2012","Gai","WW","Cool","WW.Cool","Other"
"A374","Kar12W","A374_inra",3017,"A374_H","DROPS",10.7088325432,5203.0126725058,241.6930625213,65.2805135577,65.0579306555,257.9649247089,304.7922283847,154.1290889459,"2012","Kar","WW","Cool","WW.Cool","Other"
"A374","Kar13W","A374_inra",3017,"A374_H","DROPS",8.4809995112,3785.500573165,258.0644236535,65.4560868269,65.2033299032,246.4551160429,283.0933893221,126.5398433859,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A374","Mur13R","A374_inra",3017,"A374_H","DROPS",7.6825978697,3598.495017973,247.4011267296,64.6195535462,66.838198985,256.1766271464,NA,141.1126559383,"2013","Mur","WW","Hot","WW.Hot","Other"
"A374","Cra12R","A374_inra",3017,"A374_H","DROPS",2.8779700024,1267.8253484653,245.8751399205,71.855081149,77.5809716251,118.9066682617,162.8300581752,54.437172195,"2012","Cra","WD","Hot","WD.Hot","Other"
"A374","Ner12R","A374_inra",3017,"A374_H","DROPS",5.0482258728,2592.6231134407,228.0627713813,69.070379292,76.7229351875,192.7103251506,NA,128.617229494,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A374","Kar13R","A374_inra",3017,"A374_H","DROPS",10.0302780584,4527.9004320084,268.1756955091,67.7890685291,69.9425096113,254.7873058441,NA,137.7014683661,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A374","Mar13R","A374_inra",3017,"A374_H","DROPS",8.2580105364,2696.9976918476,309.5925749192,67.9699686828,69.4423834747,216.1573889398,243.4859261162,85.4845118014,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A375","Ner12R","A375_inra",3103,"A375_H","DROPS",5.61760898,2485.8162810622,261.2063199436,69.2338208908,74.9963650808,196.4463049156,NA,129.5512931857,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A375","Gai12W","A375_inra",3103,"A375_H","DROPS",10.8622660452,4477.4259221091,284.8488524565,65.0423280965,65.716307674,255.8414778124,294.6789166358,105.7936408755,"2012","Gai","WW","Cool","WW.Cool","Other"
"A375","Mur13W","A375_inra",3103,"A375_H","DROPS",7.2010604919,3297.9005156924,260.5149141794,62.2447038804,65.6157397888,256.1498370236,NA,138.517727939,"2013","Mur","WW","Hot","WW.Hot","Other"
"A375","Mar13R","A375_inra",3103,"A375_H","DROPS",7.3539761974,2282.2015551238,326.9500263839,65.5897198931,67.0641755257,216.8456605832,247.7045828849,101.9711942368,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A375","Kar13R","A375_inra",3103,"A375_H","DROPS",9.034033207,3887.9031001677,281.5137956855,68.734661978,67.0787530704,261.6142681846,NA,129.8398709644,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A375","Cra12R","A375_inra",3103,"A375_H","DROPS",0.6733704443,330.5581071294,250.2047418497,71.1219094428,80.5220613929,130.5764723086,156.302955248,53.749784004,"2012","Cra","WD","Hot","WD.Hot","Other"
"A375","Mur13R","A375_inra",3103,"A375_H","DROPS",6.4594395658,2865.077067023,263.8630353689,61.3695086383,66.1388499786,251.0935446437,NA,125.4573495102,"2013","Mur","WW","Hot","WW.Hot","Other"
"A375","Kar13W","A375_inra",3103,"A375_H","DROPS",8.3258909165,3528.0875628554,273.8516280003,65.4413060781,62.4924950504,242.8641068014,279.9937696399,130.2541128882,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A375","Kar12W","A375_inra",3103,"A375_H","DROPS",7.9797732636,3385.1539675848,272.6207443503,65.6254244298,67.0784966584,251.9575663814,292.9114168153,151.6689373814,"2012","Kar","WW","Cool","WW.Cool","Other"
"A375","Cam12R","A375_inra",3103,"A375_H","DROPS",2.8388161213,973.2997911388,NA,69.215531703,79.8047440546,140.8894466166,172.3172926692,73.1098943323,"2012","Cam","WD","Hot","WD.Hot","Other"
"A554","Cra12R","A554_inra",3221,"A554_H","DROPS",1.4901513745,666.8000132535,245.9783737087,69.4810426458,76.8264563893,104.0150306748,146.4073722614,49.4362598892,"2012","Cra","WD","Hot","WD.Hot","Other"
"A554","Mur13W","A554_inra",3221,"A554_H","DROPS",6.2785316385,2722.5100393644,281.6267202949,58.0412024916,60.7958210653,253.038944427,NA,132.44718032,"2013","Mur","WW","Hot","WW.Hot","Other"
"A554","Kar12W","A554_inra",3221,"A554_H","DROPS",8.4440872764,3360.7257906955,266.9310448627,59.8946779469,58.8309527432,235.0665840553,284.8767368479,131.4137219583,"2012","Kar","WW","Cool","WW.Cool","Other"
"A554","Ner12R","A554_inra",3221,"A554_H","DROPS",4.4447818324,1834.3959600281,261.9234774918,63.5809606786,71.9225485418,194.7452838023,NA,122.6283121293,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"A554","Mur13R","A554_inra",3221,"A554_H","DROPS",4.6216985874,2088.6683923329,266.8187460415,56.6877207413,60.8637303197,250.2861630111,NA,124.0327948286,"2013","Mur","WW","Hot","WW.Hot","Other"
"A554","Kar13R","A554_inra",3221,"A554_H","DROPS",8.139815921,3044.3004149123,299.7881634061,63.9378262104,61.8550083804,241.1866336938,NA,130.9473208911,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A554","Gai12W","A554_inra",3221,"A554_H","DROPS",9.861330578,4003.0846636263,281.063649028,63.9830415455,63.9297502838,246.44294745,285.4441354783,122.1665271812,"2012","Gai","WW","Cool","WW.Cool","Other"
"A554","Mar13R","A554_inra",3221,"A554_H","DROPS",7.8172676798,2494.7786437959,310.4803145828,65.6440741567,67.1261736192,212.397522255,239.9778919623,83.23073339,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"A554","Kar13W","A554_inra",3221,"A554_H","DROPS",6.9447288447,2682.9868029388,294.4968443625,62.0401097224,61.698250798,221.0911418458,276.1666489072,122.7689614139,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"A554","Cam12R","A554_inra",3221,"A554_H","DROPS",1.3804834873,480.7905951164,NA,68.7936266478,80.3021498444,136.5500396519,167.0011991766,71.3689965507,"2012","Cam","WD","Hot","WD.Hot","Other"
"AS5707","Kar13W","AS5707_usda",3067,"AS5707_H","DROPS",9.5497899651,4313.2907537367,273.2026610319,69.9661460044,70.7547436196,235.5851894831,285.194007759,129.7741740779,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Lancaster"
"AS5707","Cra12R","AS5707_usda",3067,"AS5707_H","DROPS",1.4275001466,591.3504733174,260.2918228247,75.4648417382,80.7255038365,120.7388625484,163.8986447447,56.1822807467,"2012","Cra","WD","Hot","WD.Hot","Lancaster"
"AS5707","Mur13W","AS5707_usda",3067,"AS5707_H","DROPS",8.0590186107,3464.792512528,281.9846608481,60.725209191,62.1436558609,267.4638989609,NA,133.1191924276,"2013","Mur","WW","Hot","WW.Hot","Lancaster"
"AS5707","Ner12R","AS5707_usda",3067,"AS5707_H","DROPS",5.8092102616,2549.5270556375,275.7557339906,70.7300806263,80.145527464,206.2799976549,NA,134.6717443932,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Lancaster"
"AS5707","Gai12W","AS5707_usda",3067,"AS5707_H","DROPS",11.5701314691,4180.1717745455,343.427183277,69.5794779136,71.3017122491,239.4251128787,289.7148880221,116.9035690253,"2012","Gai","WW","Cool","WW.Cool","Lancaster"
"AS5707","Kar13R","AS5707_usda",3067,"AS5707_H","DROPS",12.4567329815,5331.0765869783,293.4941894041,70.7562790546,70.7965545035,280.7258342658,NA,141.4623543632,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Lancaster"
"AS5707","Kar12W","AS5707_usda",3067,"AS5707_H","DROPS",8.5703482803,4032.7144083101,247.2745414232,66.1180394725,66.4793701641,255.2918945433,308.7882566941,153.8135180798,"2012","Kar","WW","Cool","WW.Cool","Lancaster"
"AS5707","Cam12R","AS5707_usda",3067,"AS5707_H","DROPS",1.4512229859,527.2026085675,NA,71.8643534636,85.5738570243,150.3426308564,184.0704782313,81.4048657956,"2012","Cam","WD","Hot","WD.Hot","Lancaster"
"AS5707","Mur13R","AS5707_usda",3067,"AS5707_H","DROPS",7.8552792536,3211.6967642984,284.3146503854,63.9683516862,68.7306050617,269.2480654227,NA,138.711443813,"2013","Mur","WW","Hot","WW.Hot","Lancaster"
"AS5707","Mar13R","AS5707_usda",3067,"AS5707_H","DROPS",8.372308534,2629.7804586713,319.6795963778,72.5169228948,75.3230619416,270.477595963,301.9127810306,127.8946589864,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Lancaster"
"B100","Ner12R","B100_uh",3019,"B100_H","DROPS",4.7433535737,2010.936635461,285.2182352597,69.7433373165,80.9032530229,192.3362462287,NA,115.5550544203,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Lancaster"
"B100","Mur13R","B100_uh",3019,"B100_H","DROPS",8.025328391,3079.0730699055,304.4040153551,63.4972666055,66.2611393395,241.6813315451,NA,116.8430967933,"2013","Mur","WW","Hot","WW.Hot","Lancaster"
"B100","Cra12R","B100_uh",3019,"B100_H","DROPS",1.1494482335,499.518016041,251.0259121532,71.9050711002,76.6653718808,112.168041463,147.9165274795,49.3571756249,"2012","Cra","WD","Hot","WD.Hot","Lancaster"
"B100","Mur13W","B100_uh",3019,"B100_H","DROPS",7.3363277664,3069.6628229356,292.4156834406,62.134341144,65.578719688,240.3700856987,NA,119.5380453239,"2013","Mur","WW","Hot","WW.Hot","Lancaster"
"B100","Gai12W","B100_uh",3019,"B100_H","DROPS",12.0196765982,4386.8049862042,340.3274635506,65.1811817176,66.6839489564,239.5994948263,291.5695366573,111.4315417347,"2012","Gai","WW","Cool","WW.Cool","Lancaster"
"B100","Mar13R","B100_uh",3019,"B100_H","DROPS",7.9146529092,2719.5925707707,289.0229696829,71.9572415638,71.6336118669,230.8658258063,262.9588665635,95.6173969479,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Lancaster"
"B100","Kar12W","B100_uh",3019,"B100_H","DROPS",8.755768744,3654.4952352792,270.4411240657,63.7302312427,63.9519292578,250.9456819229,295.7366501544,146.7819089148,"2012","Kar","WW","Cool","WW.Cool","Lancaster"
"B100","Kar13R","B100_uh",3019,"B100_H","DROPS",10.222061244,4139.0269612541,312.6439685829,68.0178788665,67.417031839,222.3580439695,NA,114.5296380343,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Lancaster"
"B100","Kar13W","B100_uh",3019,"B100_H","DROPS",8.610846327,3352.7270483014,303.9709920106,64.7132130962,65.0309781226,221.6797034441,273.0702144106,123.4622252622,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Lancaster"
"B100","Cam12R","B100_uh",3019,"B100_H","DROPS",2.0066893303,660.18528855,NA,73.4581887453,80.7276572576,125.1948295741,157.5109042929,75.3673474473,"2012","Cam","WD","Hot","WD.Hot","Lancaster"
"B104","Gai12W","B104_inra",3029,"B104_H","DROPS",11.401667207,4037.1096254933,340.6473562991,68.1515490203,70.8068905861,255.3773246256,316.2543131752,126.8729923213,"2012","Gai","WW","Cool","WW.Cool","Stiff_Stalk"
"B104","Mar13R","B104_inra",3029,"B104_H","DROPS",8.3877628399,2262.3676446001,371.5021334814,68.9622833391,71.253811672,240.9363932994,271.5440434008,124.9572424654,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"B104","Mur13R","B104_inra",3029,"B104_H","DROPS",8.0564455231,2699.3666037792,347.3441601578,61.0554826972,68.1779224902,249.7969355151,NA,117.6913341956,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"B104","Ner12R","B104_inra",3029,"B104_H","DROPS",4.4005564802,1719.7013674246,318.8515699696,69.667962631,81.1177082423,186.9332351842,NA,124.3000788815,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Stiff_Stalk"
"B104","Cra12R","B104_inra",3029,"B104_H","DROPS",1.7139935324,692.3438856101,261.3554542453,73.3283298642,82.7826314677,112.7999343949,150.4852396551,51.4614006774,"2012","Cra","WD","Hot","WD.Hot","Stiff_Stalk"
"B104","Mur13W","B104_inra",3029,"B104_H","DROPS",8.2783396902,2981.4191183042,335.2539643264,64.1776950521,68.3746708463,258.6217615442,NA,122.7801770525,"2013","Mur","WW","Hot","WW.Hot","Stiff_Stalk"
"B104","Kar13W","B104_inra",3029,"B104_H","DROPS",9.8051546792,3613.5871163429,340.9036325096,68.5862316227,68.161006667,238.4482446081,274.9660859285,131.3740313803,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"B104","Kar12W","B104_inra",3029,"B104_H","DROPS",10.5828857755,4394.7616146872,305.7978958732,69.9191593891,72.2891531015,244.8013982463,299.726635366,145.5793603115,"2012","Kar","WW","Cool","WW.Cool","Stiff_Stalk"
"B104","Kar13R","B104_inra",3029,"B104_H","DROPS",10.5439470376,4057.7288347843,335.797730269,69.5574109487,65.2345993558,240.402192696,NA,126.0309144491,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Stiff_Stalk"
"B104","Cam12R","B104_inra",3029,"B104_H","DROPS",1.3235515519,456.5070752206,NA,71.0086154294,85.0133023887,124.0529220783,153.5082030035,62.4235077527,"2012","Cam","WD","Hot","WD.Hot","Stiff_Stalk"
"B105","Kar12W","B105_inra",3012,"B105_H","DROPS",9.1124466744,3958.7299770734,285.5033284581,64.8722090175,66.5630859639,240.7470593695,294.3824769676,153.6727494317,"2012","Kar","WW","Cool","WW.Cool","Other"
"B105","Kar13R","B105_inra",3012,"B105_H","DROPS",10.348017686,4098.03314042,335.797730269,67.3387971258,67.7139756203,245.3207874692,NA,121.0061867123,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"B105","Mur13W","B105_inra",3012,"B105_H","DROPS",6.3485539977,2706.6219585028,277.8814060886,64.3769303499,65.5374147827,255.9170161118,NA,127.5425475932,"2013","Mur","WW","Hot","WW.Hot","Other"
"B105","Ner12R","B105_inra",3012,"B105_H","DROPS",3.9923154853,1622.6962473359,288.574495579,68.7049141567,83.2541016217,193.701622175,NA,117.6505222843,"2012","Ner","WD","Hot(Day)","WD.Hot(Day)","Other"
"B105","Kar13W","B105_inra",3012,"B105_H","DROPS",6.9966022389,3799.0941529419,340.9036325096,65.5300896185,69.1218996391,235.2790660721,285.7577874899,135.454547319,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"B105","Cam12R","B105_inra",3012,"B105_H","DROPS",1.1138017785,402.2458519875,NA,69.1832639921,82.832525709,116.4697062137,145.6162090564,62.8879457178,"2012","Cam","WD","Hot","WD.Hot","Other"
"B105","Mar13R","B105_inra",3012,"B105_H","DROPS",7.2952426692,2206.2184004908,330.3894369848,65.1226193337,68.1324768336,224.4671384699,255.5179133856,86.7894372461,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"B105","Cra12R","B105_inra",3012,"B105_H","DROPS",0.5928454143,95.1167372324,279.8270253453,70.8847209603,76.1497882889,112.0125680984,150.2924294443,43.0615270388,"2012","Cra","WD","Hot","WD.Hot","Other"
"B105","Mur13R","B105_inra",3012,"B105_H","DROPS",6.6564762699,2572.8966015087,303.8290024625,62.7027616339,65.8822333347,243.9253834667,NA,106.986276348,"2013","Mur","WW","Hot","WW.Hot","Other"
"B105","Gai12W","B105_inra",3012,"B105_H","DROPS",8.7785712019,3738.9588565148,292.9763885838,64.1457822415,67.2084187242,243.5041828162,302.6203933156,95.4703269066,"2012","Gai","WW","Cool","WW.Cool","Other"
"B106","Mar13R","B106_inra",3066,"B106_H","DROPS",7.0429094582,2314.1596618001,304.8381776071,68.4797215081,72.0713138238,198.2455800036,226.316933553,53.5212507366,"2013","Mar","WD","Hot(Day)","WD.Hot(Day)","Other"
"B106","Cam12R","B106_inra",3066,"B106_H","DROPS",1.1544384313,403.9248400972,NA,71.8456699844,83.2684964757,126.2321234887,157.6454918271,72.0584673748,"2012","Cam","WD","Hot","WD.Hot","Other"
"B106","Gai12W","B106_inra",3066,"B106_H","DROPS",11.9605267672,4521.0045834972,334.313177232,70.7130536045,71.886464042,253.2252146047,327.1664903114,116.5458105891,"2012","Gai","WW","Cool","WW.Cool","Other"
"B106","Kar13W","B106_inra",3066,"B106_H","DROPS",7.9317194626,3358.5370355097,295.8893378607,68.9785233087,70.7521271967,242.727472222,294.9617502372,134.1129291188,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"B106","Kar12W","B106_inra",3066,"B106_H","DROPS",8.0281542454,3340.7362248517,279.4051115986,69.3943263704,69.2099789874,263.0562792698,307.2921513564,142.9811665907,"2012","Kar","WW","Cool","WW.Cool","Other"
"B106","Cra12R","B106_inra",3066,"B106_H","DROPS",1.9180097224,762.1714310037,257.3301779524,73.2653457975,81.3178012738,126.4380298783,173.9273462656,53.9500975529,"2012","Cra","WD","Hot","WD.Hot","Other"
"B106","Mur13W","B106_inra",3066,"B106_H","DROPS",7.3612458145,3110.3393556186,282.9900967018,66.3786703134,70.117755535,265.6136148578,NA,150.3930132674,"2013","Mur","WW","Hot","WW.Hot","Other"
"B106","Kar13R","B106_inra",3066,"B106_H","DROPS",9.4808943931,3863.4292850723,313.9504061038,71.2478483674,72.4345871536,268.949504235,NA,140.7537333212,"2013","Kar","WW","Hot(Day)","WW.Hot(Day)","Other"
"B106","Mur13R","B106_inra",3066,"B106_H","DROPS",6.139678787,2687.3190003574,265.845963497,66.5374010602,69.7388975766,260.10999406,NA,145.0038325969,"2013","Mur","WW","Hot","WW.Hot","Other"
