pair,relatedness
11430_Lo1301,-0.0199
11430_Lo904,-0.0633
11430_Lp5,-0.0307
11430_ML606,0.2015
11430_Mo15W,0.0637
11430_Mo17,0.0395
11430_MS153,0.1014
11430_MS71,0.0543
11430_N16,0.0489
11430_N192,-0.0527
11430_N22,0.0818
11430_N25,0.0549
11430_N6,0.0628
11430_NC290,0.016
11430_NC358,0.0514
11430_NDB8,0.0667
11430_NK764,-0.0276
11430_NK807,0.02
11430_NQ508,0.2597
11430_NS701,-0.0542
11430_Oh02,0.0601
11430_Oh33,0.0672
11430_Oh40B,0.1106
11430_Oh43,0.269
11430_Os426,0.066
11430_P465P,0.1471
11430_Pa36,0.0678
11430_Pa405,0.0686
11430_Pa91,0.0947
11430_PB116,0.0697
11430_PB98TR,0.0483
11430_PH207,0.5167
11430_PHB09,0.0319
11430_PHG35,0.1536
11430_PHG39,-0.0131
11430_PHG47,0.3008
11430_PHG50,0.3382
11430_PHG71,0.2159
11430_PHG80,-0.0179
11430_PHG83,0.3137
11430_PHG84,0.0813
11430_PHG86,-0.05
11430_PHH93,0.5289
11430_PHJ40,0.0376
11430_PHK29,-0.0076
11430_PHK76,0.1282
11430_PHR36,0.1228
11430_PHT77,0.1238
11430_PHV63,0.0203
11430_PHW65,0.1806
11430_PHZ51,0.0502
11430_SC-Malawi,0.0473
11430_SGI061,0.5082
11430_UH250,0.0394
11430_UH_2500,0.0637
11430_UH304,0.358
11430_UH_6102,0.3065
11430_UH_6179,0.2573
11430_UH_P024,0.4114
11430_UH_P060,0.2202
11430_UH_P064,0.2628
11430_UH_P074,0.3253
11430_UH_P087,0.2256
11430_UH_P089,0.2296
11430_UH_P104,0.1552
11430_UH_P115,0.2758
11430_UH_P128,0.2127
11430_UH_P148,0.3265
11430_UH_S018,0.0469
11430_UH_S020,0.0511
11430_UH_S025,0.0442
11430_Va26,0.2118
11430_W117,0.0457
11430_W153R,0.1642
11430_W182E,0.0782
11430_W23,0.0561
11430_W602S,0.0519
11430_W604S,0.0373
11430_W64A,0.0805
11430_W9,0.0748
11430_W95115,0.0519
11430_Wf9,0.1052
A3_A310,0.1133
A3_A347,0.107
A3_A374,0.0985
A3_A375,0.0931
A3_A554,0.2689
A3_AS5707,0.055
A3_B100,0.0378
A3_B104,0.0802
A3_B105,0.0776
A3_B106,0.0597
A3_B107,0.0692
A3_B108,0.0928
A3_B109,0.0143
A3_B110,0.0949
A3_B113,0.0885
A3_B37,0.0277
A3_B73,-0.0026
A3_B84,0.0471
A3_B89,0.4187
A3_B97,0.0909
A3_B98,0.1272
A3_C103,0.0081
A3_CO109,0.0947
A3_CR1Ht,0.0579
A3_D09,0.0606
A3_DE811,0.0381
A3_DK4676A,0.0957
A3_DK78010,0.0204
A3_DK78371A,0.0004
A3_DKFAPW,0.0233
A3_DKFBHJ,0.0989
A3_DKIBO2,0.0452
A3_DKMBST,0.037
A3_EA1027,0.1052
A3_EA1163,0.1987
A3_EA3076,0.1104
A3_EC136,0.0609
A3_EC140,0.0737
A3_EC151,0.0408
A3_EC169,0.0339
A3_EC175,0.0625
A3_EC232,0.0806
A3_EC242C,0.0667
A3_EC334,0.0761
A3_EP10,0.0804
A3_EP2008-18,0.0246
A3_EP2008-22,0.0408
A3_EP29,0.0745
A3_EP51,0.0736
A3_EP52,0.1186
A3_EP55,0.0734
A3_EP67,0.0857
A3_EP72,0.0473
A3_EP77,0.1974
A3_EZ11A,0.07
A3_EZ18,0.1035
A3_EZ31,0.0519
A3_EZ35,0.0968
A3_EZ36,0.1704
A3_EZ37,0.0467
A3_EZ38,0.0594
A3_EZ40,0.0704
A3_EZ42,0.0423
A3_EZ47,0.0862
A3_EZ48,0.0438
A3_F04401,0.0595
A3_F04402,0.0605
A3_F04701,0.1012
A3_F04702,0.0562
A3_F05101,0.0342
A3_F05404,0.0543
A3_F1808,0.0285
A3_F1890,0.0878
A3_F218,0.1101
A3_F252,0.0685
A3_F353,0.0772
A3_F354,0.0751
A3_F608,0.0784
A3_F618,0.057
A3_F7001,0.0842
A3_F7019,0.0285
A3_F7025,0.0248
A3_F7028,0.0386
A3_F7057,0.0827
A3_F7058,0.0525
A3_F7081,0.0292
A3_F7082,0.0453
A3_F712,0.0795
A3_F748,0.0784
A3_F752,0.0786
A3_F838,0.0486
A3_F874,0.0823
A3_F888,0.1105
A3_F894,0.0594
A3_F908,0.0867
A3_F912,0.0592
A3_F918,0.0478
A3_F922,0.0881
A3_F924,0.0462
A3_F98902,0.069
A3_FP1,0.087
A3_FR19,0.1526
A3_FR697,0.1092
A3_H99,0.0555
A3_HMV5301,0.0764
A3_HMV5325,0.0732
A3_HMV5343,0.0239
A3_HMV5347,0.0589
A3_HMV5405,0.0442
A3_HMV5409,0.0606
A3_HMV5422,0.0486
A3_HMV5502,0.0461
A3_I198,0.1562
A3_I233,0.069
A3_I238,0.1666
A3_I242,0.1059
A3_I261,0.1482
A3_I267,0.1245
A3_IDT,0.1252
A3_LAN496,0.0685
A3_LH123Ht,0.0832
A3_LH145,0.0302
A3_LH38,0.0648
A3_LH39,0.0929
A3_LH59,0.0399
A3_LH60,0.0473
A3_LH65,0.0238
A3_LH74,-0.0009
A3_LH82,0.0911
A3_LH93,0.1093
A3_Lo1016,0.0681
A3_Lo1026,0.0052
A3_Lo1035,0.0808
A3_Lo1038,0.1889
A3_Lo1056,0.043
A3_Lo1063,0.0613
A3_Lo1087,0.0837
A3_Lo1094,0.0834
A3_Lo1095,0.09
A3_Lo1101,0.0025
A3_Lo1106,0.0381
A3_Lo1123,0.0309
A3_Lo1124,0.0492
A3_Lo1172,0.0683
A3_Lo1180,0.0927
A3_Lo1187,0.0232
A3_Lo1199,0.0703
A3_Lo1203,0.0468
A3_Lo1223,-0.0071
A3_Lo1242,0.067
A3_Lo1251,0.0487
A3_Lo1253,0.0428
A3_Lo1261,0.0163
A3_Lo1266,0.0673
A3_Lo1270,0.0201
A3_Lo1273,0.052
A3_Lo1274,0.0238
A3_Lo1280,0.0467
A3_Lo1282,0.0439
A3_Lo1284,0.0542
A3_Lo1288,0.0647
A3_Lo1290,0.0369
A3_Lo1301,0.0496
A3_Lo904,-0.0036
A3_Lp5,0.0106
A3_ML606,0.0456
A3_Mo15W,0.0756
A3_Mo17,0.0415
A3_MS153,0.0646
A3_MS71,0.1062
A3_N16,0.1269
A3_N192,-0.0118
A3_N22,0.1016
A3_N25,0.109
A3_N6,0.0992
A3_NC290,0.07
A3_NC358,0.0699
A3_NDB8,0.074
A3_NK764,-0.001
A3_NK807,0.0262
A3_NQ508,0.0294
A3_NS701,0.0164
A3_Oh02,0.1276
A3_Oh33,0.141
A3_Oh40B,0.0465
A3_Oh43,0.0175
A3_Os426,0.1085
A3_P465P,0.0582
A3_Pa36,0.0849
A3_Pa405,0.1061
A3_Pa91,0.2127
A3_PB116,0.1477
A3_PB98TR,0.0688
A3_PH207,0.0546
A3_PHB09,0.0404
A3_PHG35,0.1512
A3_PHG39,0.0376
A3_PHG47,0.2287
A3_PHG50,0.0553
A3_PHG71,0.0548
A3_PHG80,0.061
A3_PHG83,0.0709
A3_PHG84,0.0983
A3_PHG86,0.031
A3_PHH93,0.0448
A3_PHJ40,0.0109
A3_PHK29,0.0154
A3_PHK76,0.0786
A3_PHR36,0.0748
A3_PHT77,0.0836
A3_PHV63,0.0796
A3_PHW65,0.1101
A3_PHZ51,0.0766
A3_SC-Malawi,0.0864
A3_SGI061,0.1201
A3_UH250,0.0881
A3_UH_2500,0.0788
A3_UH304,0.0623
A3_UH_6102,0.0432
A3_UH_6179,0.0566
A3_UH_P024,0.059
A3_UH_P060,0.0541
A3_UH_P064,0.0556
A3_UH_P074,0.0478
A3_UH_P087,0.0323
A3_UH_P089,0.0625
A3_UH_P104,0.0964
A3_UH_P115,0.0595
A3_UH_P128,0.0521
A3_UH_P148,0.028
A3_UH_S018,0.087
A3_UH_S020,0.0835
A3_UH_S025,0.0504
A3_Va26,0.054
A3_W117,0.0584
A3_W153R,0.0723
A3_W182E,0.0897
A3_W23,0.1075
A3_W602S,0.0653
A3_W604S,0.077
A3_W64A,0.3631
A3_W9,0.0922
A3_W95115,0.0806
A3_Wf9,0.6506
A310_A347,0.3914
A310_A374,0.1976
A310_A375,0.1532
A310_A554,0.1433
A310_AS5707,0.0819
A310_B100,0.1057
A310_B104,0.0409
A310_B105,0.0923
A310_B106,0.0741
A310_B107,0.084
A310_B108,0.1335
A310_B109,0.0127
A310_B110,0.0237
A310_B113,0.1348
A310_B37,0.0371
A310_B73,-0.0113
A310_B84,0.012
A310_B89,0.1
A310_B97,0.0892
A310_B98,0.0577
A310_C103,0.0452
A310_CO109,0.0917
A310_CR1Ht,0.0675
A310_D09,0.0922
A310_DE811,0.0424
A310_DK4676A,0.0516
A310_DK78010,0.0107
A310_DK78371A,0.0605
A310_DKFAPW,0.0031
A310_DKFBHJ,0.0203
A310_DKIBO2,0.0722
A310_DKMBST,0.074
A310_EA1027,0.0989
A310_EA1163,0.0938
A310_EA3076,0.1025
A310_EC136,0.0341
A310_EC140,0.0657
A310_EC151,0.0479
A310_EC169,0.0192
A310_EC175,0.0209
A310_EC232,0.0858
A310_EC242C,0.0386
A310_EC334,0.0557
A310_EP10,0.1146
A310_EP2008-18,0.1093
A310_EP2008-22,0.0975
A310_EP29,0.1062
A310_EP51,0.0788
A310_EP52,0.1265
A310_EP55,0.0984
A310_EP67,0.1131
A310_EP72,0.0787
A310_EP77,0.1124
A310_EZ11A,0.1347
A310_EZ18,0.0784
A310_EZ31,0.005
A310_EZ35,0.0722
A310_EZ36,0.0761
A310_EZ37,0.011
A310_EZ38,0.0231
A310_EZ40,0.0272
A310_EZ42,0.0235
A310_EZ47,0.1161
A310_EZ48,0.0187
A310_F04401,0.0481
A310_F04402,0.0559
A310_F04701,0.0501
A310_F04702,0.071
A310_F05101,0.0072
A310_F05404,0.0534
A310_F1808,0.0589
A310_F1890,0.0842
A310_F218,0.0944
A310_F252,0.1308
A310_F353,0.0784
A310_F354,0.0957
A310_F608,0.1787
A310_F618,0.038
A310_F7001,0.0799
A310_F7019,0.0499
A310_F7025,0.0262
A310_F7028,0.0979
A310_F7057,0.0759
A310_F7058,0.0725
A310_F7081,0.0574
A310_F7082,0.0708
A310_F712,0.0868
A310_F748,0.0929
A310_F752,0.0582
A310_F838,0.0832
A310_F874,0.0978
A310_F888,0.1041
A310_F894,0.0455
A310_F908,0.0978
A310_F912,0.0692
A310_F918,0.0245
A310_F922,0.1324
A310_F924,0.0281
A310_F98902,0.0658
A310_FP1,0.1002
A310_FR19,0.0805
A310_FR697,0.0456
A310_H99,0.1006
A310_HMV5301,0.0775
A310_HMV5325,0.0446
A310_HMV5343,0.0357
A310_HMV5347,0.0166
A310_HMV5405,0.0851
A310_HMV5409,0.0312
A310_HMV5422,0.0685
A310_HMV5502,0.084
A310_I198,0.1128
A310_I233,0.1048
A310_I238,0.1283
A310_I242,0.0721
A310_I261,0.1146
A310_I267,0.0992
A310_IDT,0.1061
A310_LAN496,0.1016
A310_LH123Ht,0.0569
A310_LH145,0.0265
A310_LH38,0.089
A310_LH39,0.0898
A310_LH59,0.0602
A310_LH60,0.072
A310_LH65,0.0429
A310_LH74,-0.003
A310_LH82,0.1534
A310_LH93,0.0937
A310_Lo1016,0.0501
A310_Lo1026,0.008
A310_Lo1035,0.0745
A310_Lo1038,0.0885
A310_Lo1056,0.0542
A310_Lo1063,0.0923
A310_Lo1087,0.0342
A310_Lo1094,0.0351
A310_Lo1095,0.0789
A310_Lo1101,-0.0035
A310_Lo1106,0.0101
A310_Lo1123,0.0843
A310_Lo1124,0.0591
A310_Lo1172,0.0712
A310_Lo1180,0.0556
A310_Lo1187,0.0012
A310_Lo1199,0.0104
A310_Lo1203,0.0732
A310_Lo1223,0.021
A310_Lo1242,0.0632
A310_Lo1251,0.076
A310_Lo1253,0.0615
A310_Lo1261,-0.0075
A310_Lo1266,0.0425
A310_Lo1270,0.0638
A310_Lo1273,0.0653
A310_Lo1274,0.0521
A310_Lo1280,0.0501
A310_Lo1282,0.0563
A310_Lo1284,0.0417
A310_Lo1288,0.0672
A310_Lo1290,0.0706
A310_Lo1301,0.0197
A310_Lo904,-0.0201
A310_Lp5,0.0221
A310_ML606,0.0865
A310_Mo15W,0.1344
A310_Mo17,0.0323
A310_MS153,0.0931
A310_MS71,0.1076
A310_N16,0.1386
A310_N192,0.0098
A310_N22,0.1086
A310_N25,0.0812
A310_N6,0.1079
A310_NC290,0.0974
A310_NC358,0.1052
A310_NDB8,0.1515
A310_NK764,0.0113
A310_NK807,0.0716
A310_NQ508,0.033
A310_NS701,-0.0083
A310_Oh02,0.1481
A310_Oh33,0.1195
A310_Oh40B,0.048
A310_Oh43,0.0907
A310_Os426,0.0904
A310_P465P,0.0761
A310_Pa36,0.1076
A310_Pa405,0.0914
A310_Pa91,0.072
A310_PB116,0.1174
A310_PB98TR,0.0932
A310_PH207,0.0554
A310_PHB09,0.0239
A310_PHG35,0.0877
A310_PHG39,0.0274
A310_PHG47,0.0831
A310_PHG50,0.1084
A310_PHG71,0.0153
A310_PHG80,-0.0015
A310_PHG83,0.0716
A310_PHG84,0.1183
A310_PHG86,0.0066
A310_PHH93,0.0459
A310_PHJ40,0.0478
A310_PHK29,0.0247
A310_PHK76,0.0478
A310_PHR36,0.1154
A310_PHT77,0.106
A310_PHV63,0.0319
A310_PHW65,0.083
A310_PHZ51,0.0826
A310_SC-Malawi,0.104
A310_SGI061,0.0528
A310_UH250,0.0765
A310_UH_2500,0.1318
A310_UH304,0.086
A310_UH_6102,0.0421
A310_UH_6179,0.0947
A310_UH_P024,0.0866
A310_UH_P060,0.0838
A310_UH_P064,0.067
A310_UH_P074,0.0458
A310_UH_P087,0.094
A310_UH_P089,0.1253
A310_UH_P104,0.0673
A310_UH_P115,0.0715
A310_UH_P128,0.0902
A310_UH_P148,0.0839
A310_UH_S018,0.0824
A310_UH_S020,0.0632
A310_UH_S025,0.1053
A310_Va26,0.0803
A310_W117,0.0847
A310_W153R,0.1015
A310_W182E,0.1116
A310_W23,0.0851
A310_W602S,0.0689
A310_W604S,0.0421
A310_W64A,0.1074
A310_W9,0.0934
A310_W95115,0.0824
A310_Wf9,0.1144
A347_A374,0.2495
A347_A375,0.2627
A347_A554,0.0703
A347_AS5707,0.0612
A347_B100,0.0543
A347_B104,0.0544
A347_B105,0.1033
A347_B106,0.0657
A347_B107,0.0389
A347_B108,0.0611
A347_B109,0.0413
A347_B110,0.079
A347_B113,0.0813
A347_B37,0.0539
A347_B73,0.0546
A347_B84,0.0753
A347_B89,0.098
A347_B97,0.0967
A347_B98,0.0833
A347_C103,0.0221
A347_CO109,0.0928
A347_CR1Ht,0.0121
A347_D09,0.0918
A347_DE811,0.06
A347_DK4676A,0.0762
A347_DK78010,0.065
A347_DK78371A,0.0473
A347_DKFAPW,0.0759
A347_DKFBHJ,0.0808
A347_DKIBO2,0.0937
A347_DKMBST,0.0779
A347_EA1027,0.0923
A347_EA1163,0.0925
A347_EA3076,0.0527
A347_EC136,0.0616
A347_EC140,0.1032
A347_EC151,0.0477
A347_EC169,0.0524
A347_EC175,0.0617
A347_EC232,0.0707
A347_EC242C,0.0711
A347_EC334,0.0548
A347_EP10,0.0902
A347_EP2008-18,0.0656
A347_EP2008-22,0.0824
A347_EP29,0.1469
A347_EP51,0.0981
A347_EP52,0.1287
A347_EP55,0.1453
A347_EP67,0.0953
A347_EP72,0.0714
A347_EP77,0.0782
A347_EZ11A,0.0929
A347_EZ18,0.0865
A347_EZ31,0.0675
A347_EZ35,0.0715
A347_EZ36,0.0825
A347_EZ37,0.0542
A347_EZ38,0.092
A347_EZ40,0.1046
A347_EZ42,0.0976
A347_EZ47,0.1099
A347_EZ48,0.1032
A347_F04401,0.0561
A347_F04402,0.0481
A347_F04701,0.0483
A347_F04702,0.0362
A347_F05101,0.0654
A347_F05404,0.1097
A347_F1808,0.0954
A347_F1890,0.0732
A347_F218,0.112
A347_F252,0.1012
A347_F353,0.0694
A347_F354,0.0623
A347_F608,0.3475
A347_F618,0.1075
A347_F7001,0.0937
A347_F7019,0.0741
A347_F7025,0.0629
A347_F7028,0.064
A347_F7057,0.0426
A347_F7058,0.0408
A347_F7081,0.0742
A347_F7082,0.0741
A347_F712,0.0939
A347_F748,0.1053
A347_F752,0.078
A347_F838,0.0528
A347_F874,0.0745
A347_F888,0.0984
A347_F894,0.1033
A347_F908,0.071
A347_F912,0.0785
A347_F918,0.0601
A347_F922,0.088
A347_F924,0.0419
A347_F98902,0.0991
A347_FP1,0.0538
A347_FR19,0.0906
A347_FR697,0.0207
A347_H99,0.0683
A347_HMV5301,0.0791
A347_HMV5325,0.0624
A347_HMV5343,0.0297
A347_HMV5347,0.0918
A347_HMV5405,0.0474
A347_HMV5409,0.0233
A347_HMV5422,0.063
A347_HMV5502,0.0337
A347_I198,0.0898
A347_I233,0.0874
A347_I238,0.1061
A347_I242,0.1078
A347_I261,0.1099
A347_I267,0.1223
A347_IDT,0.0844
A347_LAN496,0.0566
A347_LH123Ht,0.0593
A347_LH145,0.0841
A347_LH38,0.0993
A347_LH39,0.0973
A347_LH59,0.0257
A347_LH60,0.056
A347_LH65,0.0574
A347_LH74,0.0444
A347_LH82,0.1037
A347_LH93,0.055
A347_Lo1016,0.0241
A347_Lo1026,0.0335
A347_Lo1035,0.0547
A347_Lo1038,0.1064
A347_Lo1056,0.0407
A347_Lo1063,0.0473
A347_Lo1087,0.0467
A347_Lo1094,0.0533
A347_Lo1095,0.105
A347_Lo1101,0.0603
A347_Lo1106,0.0572
A347_Lo1123,0.036
A347_Lo1124,0.0235
A347_Lo1172,0.0457
A347_Lo1180,0.0828
A347_Lo1187,0.0687
A347_Lo1199,0.0592
A347_Lo1203,0.0922
A347_Lo1223,0.0144
A347_Lo1242,0.0496
A347_Lo1251,0.0462
A347_Lo1253,0.0413
A347_Lo1261,0.0381
A347_Lo1266,0.0613
A347_Lo1270,0.037
A347_Lo1273,0.0552
A347_Lo1274,0.025
A347_Lo1280,0.0394
A347_Lo1282,0.0616
A347_Lo1284,0.0564
A347_Lo1288,0.0349
A347_Lo1290,0.0334
A347_Lo1301,0.0173
A347_Lo904,0.043
A347_Lp5,0.0536
A347_ML606,0.1013
A347_Mo15W,0.1013
A347_Mo17,-0.0055
A347_MS153,0.0992
A347_MS71,0.0954
A347_N16,0.1262
A347_N192,0.042
A347_N22,0.0999
A347_N25,0.1236
A347_N6,0.1079
A347_NC290,0.0704
A347_NC358,0.0595
A347_NDB8,0.1168
A347_NK764,0.0693
A347_NK807,0.0559
A347_NQ508,0.0671
A347_NS701,0.0761
A347_Oh02,0.1189
A347_Oh33,0.0928
A347_Oh40B,0.0479
A347_Oh43,0.092
A347_Os426,0.1071
A347_P465P,0.0785
A347_Pa36,0.0937
A347_Pa405,0.0997
A347_Pa91,0.0875
A347_PB116,0.0933
A347_PB98TR,0.0847
A347_PH207,0.085
A347_PHB09,0.0521
A347_PHG35,0.0655
A347_PHG39,0.0299
A347_PHG47,0.1
A347_PHG50,0.0737
A347_PHG71,0.0506
A347_PHG80,0.0183
A347_PHG83,0.0842
A347_PHG84,0.0697
A347_PHG86,0.0582
A347_PHH93,0.0774
A347_PHJ40,0.0375
A347_PHK29,0.0476
A347_PHK76,0.0483
A347_PHR36,0.0544
A347_PHT77,0.0828
A347_PHV63,0.0387
A347_PHW65,0.0636
A347_PHZ51,0.0516
A347_SC-Malawi,0.0848
A347_SGI061,0.0784
A347_UH250,0.0673
A347_UH_2500,0.0998
A347_UH304,0.0876
A347_UH_6102,0.0772
A347_UH_6179,0.1084
A347_UH_P024,0.1154
A347_UH_P060,0.058
A347_UH_P064,0.0743
A347_UH_P074,0.0853
A347_UH_P087,0.0897
A347_UH_P089,0.0922
A347_UH_P104,0.0831
A347_UH_P115,0.0954
A347_UH_P128,0.067
A347_UH_P148,0.064
A347_UH_S018,0.057
A347_UH_S020,0.0443
A347_UH_S025,0.1053
A347_Va26,0.0955
A347_W117,0.0546
A347_W153R,0.1122
A347_W182E,0.0992
A347_W23,0.0981
A347_W602S,0.0462
A347_W604S,0.0576
A347_W64A,0.087
A347_W9,0.0507
A347_W95115,0.0802
A347_Wf9,0.1086
A374_A375,0.66
A374_A554,0.0951
A374_AS5707,0.0446
A374_B100,0.054
A374_B104,0.0652
A374_B105,0.0845
A374_B106,0.0638
A374_B107,0.0467
A374_B108,0.058
A374_B109,0.0285
A374_B110,0.0626
A374_B113,0.0872
A374_B37,0.0626
A374_B73,0.0277
A374_B84,0.0663
A374_B89,0.1061
A374_B97,0.1962
A374_B98,0.0472
A374_C103,0.0168
A374_CO109,0.0689
A374_CR1Ht,0.0315
A374_D09,0.0719
A374_DE811,0.0406
A374_DK4676A,0.0319
A374_DK78010,0.0366
A374_DK78371A,0.075
A374_DKFAPW,0.0544
A374_DKFBHJ,0.0332
A374_DKIBO2,0.0604
A374_DKMBST,0.0846
A374_EA1027,0.0516
A374_EA1163,0.1103
A374_EA3076,0.0699
A374_EC136,0.0804
A374_EC140,0.0826
A374_EC151,0.07
A374_EC169,0.0656
A374_EC175,0.0447
A374_EC232,0.0672
A374_EC242C,0.0847
A374_EC334,0.0174
A374_EP10,0.0671
A374_EP2008-18,0.038
A374_EP2008-22,0.0759
A374_EP29,0.1914
A374_EP51,0.0704
A374_EP52,0.2159
A374_EP55,0.1612
A374_EP67,0.1278
A374_EP72,0.0717
A374_EP77,0.0994
A374_EZ11A,0.1214
A374_EZ18,0.1001
A374_EZ31,0.0445
A374_EZ35,0.0893
A374_EZ36,0.1
A374_EZ37,0.0382
A374_EZ38,0.0919
A374_EZ40,0.052
A374_EZ42,0.0624
A374_EZ47,0.1335
A374_EZ48,0.0838
A374_F04401,0.0623
A374_F04402,0.0363
A374_F04701,0.0162
A374_F04702,0.0303
A374_F05101,0.0342
A374_F05404,0.0464
A374_F1808,0.0791
A374_F1890,0.0733
A374_F218,0.0499
A374_F252,0.0949
A374_F353,0.0715
A374_F354,0.0449
A374_F608,0.1916
A374_F618,0.1
A374_F7001,0.0964
A374_F7019,0.0632
A374_F7025,0.0529
A374_F7028,0.0476
A374_F7057,0.0892
A374_F7058,0.0871
A374_F7081,0.0612
A374_F7082,0.064
A374_F712,0.1236
A374_F748,0.0929
A374_F752,0.0961
A374_F838,0.1305
A374_F874,0.0782
A374_F888,0.109
A374_F894,0.1001
A374_F908,0.0637
A374_F912,0.0429
A374_F918,0.0693
A374_F922,0.0863
A374_F924,0.0303
A374_F98902,0.068
A374_FP1,0.0387
A374_FR19,0.105
A374_FR697,0.0309
A374_H99,0.0617
A374_HMV5301,0.0521
A374_HMV5325,0.0506
A374_HMV5343,0.0378
A374_HMV5347,0.0342
A374_HMV5405,0.07
A374_HMV5409,0.048
A374_HMV5422,0.1194
A374_HMV5502,0.0738
A374_I198,0.104
A374_I233,0.0727
A374_I238,0.1175
A374_I242,0.1048
A374_I261,0.1309
A374_I267,0.1351
A374_IDT,0.095
A374_LAN496,0.0731
A374_LH123Ht,0.0213
A374_LH145,0.0637
A374_LH38,0.0859
A374_LH39,0.0761
A374_LH59,0.008
A374_LH60,0.0465
A374_LH65,0.0409
A374_LH74,0.0225
A374_LH82,0.2142
A374_LH93,0.0599
A374_Lo1016,0.0548
A374_Lo1026,0.0362
A374_Lo1035,0.0339
A374_Lo1038,0.1144
A374_Lo1056,0.0226
A374_Lo1063,0.0734
A374_Lo1087,0.0343
A374_Lo1094,0.0191
A374_Lo1095,0.0859
A374_Lo1101,0.0347
A374_Lo1106,0.0429
A374_Lo1123,0.0777
A374_Lo1124,0.0132
A374_Lo1172,0.0496
A374_Lo1180,0.0796
