indiv,grain.yield,grain.number,seed.size,anthesis,silking,plant.height,tassel.height,ear.height
DKIBO2,6.076120963519999,2239.03237407973,305.7819382563667,62.565599438380005,66.02126000546,219.78778483872,242.14705518865,108.83522636482
DKMBST,7.359967312819999,2843.73656379958,304.08265311254445,69.07719070427001,72.59883978591999,221.98143333662,248.36465207103333,114.00952365928
EA1027,4.9378565979,1776.25507037258,315.6021795197778,68.91735363090001,72.96582773867,214.82102233391,238.2676042339667,122.42708312515
EA1163,4.6812883665900005,1985.04310917338,267.8519456028,62.51263110674,67.5009450842,225.55189502965,248.6054586476833,110.59079948413
EA3076,6.17299069799,2522.4627331003403,288.2397253988111,67.62575176901001,72.83977705533,221.1800822508,254.50571172985,123.07886596381
EC136,5.79733930544,2175.947350587749,305.29747708950003,62.62592411275001,66.29437085384998,211.93303866029,234.7955967854,101.2238298057
EC140,6.96008417044,2939.6670449481303,272.8514334035,64.68807189650998,68.38639650369,212.48430595094,239.84218033621667,106.86202137131
EC151,6.166579498150002,2702.90544921573,263.8522160506111,67.00001716566001,71.07547863009,202.01372669362,224.9934169917,109.34835361151002
EC169,6.1017364003,2487.97135085132,270.63994855085554,64.40504979074,66.77419613603999,200.21771108629,220.67144746425,106.78816123067
EC175,5.765619983559999,2250.69844828197,280.3794467533555,64.68997244271,69.76996376484999,223.62001727471,252.69358120613333,113.84211393069998
EC232,6.01814147347,2194.49222996436,307.3943787938111,65.54210434323,68.46007332460998,210.45643930495,232.8196708919,116.2489456887
EC242C,6.828050648719999,2673.06041048862,287.54376288886664,62.26836317741,65.08470981133999,213.63783960284005,239.53841246938327,103.3773661773
EC334,6.87391985295,2673.37664778455,292.86914101681106,66.77662112176,71.53457771944001,204.34057981185,228.5961162212333,104.63596144161
EP10,4.83075370712,1918.51080777917,287.1086938313333,65.65923605355,70.24790274085,206.54093615357,232.09053377061664,107.2724329461
EP2008-18,6.64658758425,2464.75897862371,316.4550884219556,65.871234692,70.24000820832,222.47463231107,244.7991201264,108.81035109207
EP2008-22,6.26472590578,2280.49653707367,320.6020816975111,64.88125528897001,68.85185925740998,208.49753989076004,229.36386501318336,100.63252578646
EP29,7.260022337059999,2821.4476939840097,294.4340313107556,65.36916200162,68.70792201309999,209.93879923218,236.2523008519333,110.16939107595002
EP51,5.561006416540001,2182.42056720329,305.0556218979556,63.509285385240005,68.81534405404999,197.18691419749004,219.1661666627,99.19564194542002
EP52,6.72269869941,2480.2088351740204,314.7533825760889,68.24703062129001,71.44496581178001,218.53966012626,240.70612116251667,117.69052817176998
EP55,5.54766121209,2385.0737849128395,265.9251873535444,66.46539006889,70.33129459801002,215.49874690062,246.06538654621664,121.33807826326
EP67,5.444473669030001,2323.70611216581,272.29530748132225,63.58171680178,67.75023975331999,196.34915523952,221.99014445713328,111.35127624856
EP72,4.83195421903,2455.8738181510003,229.25805622956665,67.47049594225999,72.76926943606999,208.69232460524003,229.5127950943,109.48743666864998
EP77,5.084804138409999,2295.23547689866,252.4228436168111,63.7235968565,66.97120230533001,228.746206231,247.00424393026665,112.83953347345998
EZ11A,7.460945682890001,2821.3162225207097,312.61743733012224,69.09194450244,72.17156748881,236.35060470956,257.9430692413,125.73947156035
EZ18,6.89806439691,2782.76654900797,291.6373887107333,71.83344639573001,76.63505568746999,231.78619774272,261.9724192566166,127.65649662231002
EZ31,6.788773153700001,2605.184281015,306.75010604180005,68.16434874979001,73.01108645291998,222.45444283121,247.84099508621665,119.24032338614
EZ35,7.038079428120001,2833.2209640530505,289.8620160574222,66.47177866615,71.50528234616999,219.57650980503,247.85490428593332,118.44578895698
EZ36,7.32268053905,2968.6521369213906,279.0679152096334,68.27530724353001,70.98800521543,218.48086848818,240.0758289199833,122.84533841724
EZ37,6.814487067669999,2611.75335827729,301.13383451589993,67.59974092808,71.20803172343001,217.37539383912,236.5435274384,116.53553245004998
EZ38,7.300341375670001,2851.00891518631,302.20275686524445,69.89100439845001,73.74543044674,226.86612874729,251.65384742713331,123.85156164777
EZ40,7.15897434268,2919.87391993016,281.90267325378886,67.59507750722,70.43286037141999,212.70798014103,235.25141272825,115.87864129942
EZ42,7.167410058490001,2876.14102147022,285.3225675748667,68.18706891109001,72.00004884391,222.48656459797,246.80705740195003,117.56095145944
EZ47,6.255755053150001,2476.73835461585,289.52729811998887,65.38957157574,69.97383544996998,215.15636841016004,236.4510430371,117.25417394944
EZ48,7.35588394691,2863.12350607205,298.51489464402226,70.15498353130998,75.56066059913,234.50261214304004,258.09109045115,124.10167807768
F04401,7.331305018250001,2708.56124791974,301.7952699751445,65.97726065476,68.89468810951999,225.3799535971,255.24467362705,117.41674388897
F04402,7.48339241082,2547.3595649988,334.47614951776666,65.44037020617,67.95006953096,227.05316909188,253.58965697098333,114.31517560385
F04701,7.17265772326,2621.11899735173,312.96510328143336,68.26820613730999,72.67394507444001,224.27769991454,250.3541071822,119.61290690997
F04702,6.52311075805,2387.10389188014,311.0385469562111,66.29327569231,70.20296002597999,216.04518087709,244.1448316000833,114.41318425048
F05101,7.657114705289999,2850.03958464466,309.84543225798893,66.22557853594,68.64875591583,216.81122257007,242.86296423551664,114.75756552911
F05404,8.091893174580003,3073.56574839574,293.4609533212222,67.07010721569999,68.88342734105001,211.75039091229,239.12693616901663,109.36511995051998
F1808,7.0530678378000005,2513.5473907289297,313.4730877535333,67.00961662332,68.87474353489,223.30901269084,243.9979621968167,117.27789197316
F1890,7.742663258870001,2833.6304389271,306.9653885560999,66.86375400717,69.04850044726,217.40415191904,242.33021524285,122.737100334
F218,5.58908882349,2039.57135493737,306.67141621584443,62.2583314436,64.41411310658,209.46518623312,229.99686996916668,103.47905622963
F252,4.35804142676,1808.7440157275896,265.8307414653778,62.27266413448,65.16409718123,211.91734975943,236.4333969692833,111.53482883389
F353,6.620062573199999,2450.9638440030803,301.30353883056665,63.20706072882,65.92204329108002,217.53117747792004,244.6469336330833,111.66050158903
F354,5.985422873199999,2515.97546274582,259.67453606234443,66.38850278596999,67.75600596438,202.05880098222,230.2474730406333,107.57827634865
F608,6.77282154689,2942.63586712787,262.1824912883778,66.73698793690001,70.18024313415,228.59493472807003,257.7796142836833,114.4491207051
F618,7.185593121229999,2665.87257310172,309.4793894394333,66.39823379349001,69.22459613917002,216.85796798905,239.5210544758833,109.17421699928
F7001,6.281420819269999,2617.3004396619203,269.86287982797774,67.60603764319,70.74576969092,229.81018899316,252.59628430561668,130.23922239055
F7019,6.1336836782800015,2311.56752357036,297.6018662813556,64.03197747000999,66.65990241629001,214.09031083665,233.17159916491664,118.79843602961
F7025,6.431001377550001,2508.45630175288,292.43247440806664,65.76855287509001,69.59973260347002,219.02777236708,249.6635296381833,108.90346876383
F7028,6.537964397550001,2887.18778404048,257.13479377318885,66.6593856421,70.10092942818,211.40285304258,233.72810957376663,111.73804998697
F7057,6.49323103961,2646.8383976835703,276.5321208963222,65.31157364084,68.44491303375,208.21647015142,235.29731709941663,114.69565682232
F7058,6.219361803,2458.22026026693,285.7499545307556,64.88930324161,68.85695389366,209.48707630682003,234.15527288185,107.49101300325
F7081,6.356869411730001,2516.9210917301803,285.1516939047889,67.34002016485,70.70044128246,220.19327536089003,252.06073262326663,125.99521609887002
F7082,5.807657429930001,2343.0961387826096,281.18117287017776,66.21073661147,69.13475444324,208.46553191079,233.27195256675,118.33765927936
F712,6.9681006519,2913.35490372785,270.19332532018893,68.31059206649999,72.80160718639,237.67953839201,264.47269776261663,130.28843969635005
F748,6.88515635909,2746.93205200585,289.9993434914556,67.69464674430999,71.19926872609,221.36459023475,247.40020434681665,118.96154279889004
F752,7.021046448849999,2838.513721074049,288.7382330728,69.69504562,74.79164508576,212.04486704588,238.72889601953327,119.73977801072002
F838,7.047525228260001,2953.1117607937204,271.5979279216222,69.83723322096999,72.53747008050998,215.5094254603,243.022971464,117.15756745441
F874,5.598646266320001,2135.99229740196,300.38655122465553,61.39273002686999,65.00234161521,203.12279532152,225.1098034695,108.77685399896
F888,6.089882971100001,2476.001762437369,281.1573282307556,65.68656151242,71.16014454363001,217.47933814654,248.63655881091665,109.85791055215
F894,7.261524503399999,2838.97851107238,297.5844147407111,68.62119225704998,72.22940093333,225.3520753802,247.61058079595,117.80638532714002
F908,5.73415944964,2266.00682615786,276.9504108053334,63.55126348409,67.73072185127,220.20231272226,244.65024155515,116.83973173345998
F912,7.13740738397,2786.80946598852,286.63414843712224,66.14670900244,68.84879908511,214.65268661396004,239.03581734378332,107.37321880385
F918,7.16901642691,2540.5180670614304,324.73968984734444,66.90212330122,71.29701218121001,222.61740547274,249.9214433674833,122.4125272254
F922,6.687373236090001,2688.78255869584,277.22673035444444,65.8981434381,68.09495563569001,227.50610812663,256.60726277616664,118.8024327474
F924,7.71206041237,3085.08089883945,287.7385943518111,66.84857896582,69.09468066708,219.39173084782,244.44602786795,114.79017065357
F98902,7.17249602885,2765.29827722138,295.2972226058,66.26670997778,68.47088903937,235.24569581911004,259.0573714296833,124.21991570413002
FP1,6.28920557062,2618.40002316896,273.54396518447777,64.21782926628,69.42256341617001,221.48177193886997,246.52772204228336,121.31415907335
FR19,5.3735092175400005,2117.74795856326,281.44683877417776,66.15545062286,71.06471219794,216.68308138706,245.41203311571667,115.39292635422002
FR697,7.486247107809999,2611.39539970347,330.2159904209111,68.30096994344,72.31306560326001,220.45784333370003,245.48151740316663,115.74091426996002
H99,6.2198629979,2456.4016025555006,294.30263683354445,66.38322000269,71.55944782444999,204.70303757182,225.5490668589167,94.14721951121
HMV5301,7.835544114970001,2556.3512838832203,346.5677791370222,65.26643970097999,68.17965921429999,230.54033975195,252.2199843861333,115.71405756407998
HMV5325,7.64892222726,2921.9316198654897,292.3364022694111,66.3654647516,68.46377753870001,239.12020577927,264.02300663648333,123.86153916967
HMV5343,6.983302280880001,2597.13671522173,314.0817822109333,65.35179386566,67.62501332291,210.09042626893,236.8251448510167,112.95137110871
HMV5347,6.65670869673,2313.10619491908,324.8565258835667,64.92533785075999,67.42010919362,213.41545117403,237.2066130385,112.94516037492
HMV5405,7.627418170749999,2661.563035806369,325.2176267385445,66.35633961724,68.49823790644,220.72350077962,244.3311470028,114.8470341361
HMV5409,7.052883219669999,2466.68116828483,332.8148662555778,66.2000852143,68.71985348064,205.79294253963,231.8699997952,107.84321998806
HMV5422,8.56515341954,3449.002368330589,284.6526207824111,68.50591036927,70.49369809276999,246.66327799258,267.1633221647833,127.20412698249
HMV5502,7.660151850710001,2938.18089340932,298.4457976282334,69.06741377066,72.70330111250999,224.84236694182,248.05087140561668,128.58394048685997
I198,6.50527105825,2889.46143608234,264.09245799564445,70.54566863706,76.48723779387998,214.03656266860003,245.94467607606668,119.5229395429
I233,7.37545119975,3089.2813745807,288.6085369482778,71.89623875597,77.2973129494,226.78843130971,254.1164402603833,122.01080215524
I238,6.715867961340001,3055.70793225871,259.4605563027333,69.00300526094,72.68533984592001,227.46108859735,251.1490165384167,120.04043288932
I242,6.1737821701,2473.1131008549,281.18270001105554,68.97911758613,73.53164165461,223.47586718184,245.3088533691,127.41040200836
I261,6.254071403979999,2653.38237184788,283.7614140684889,69.04230040445,73.74303394490998,210.18377444075003,234.02431324325,120.38346883183
I267,6.34151340704,2566.7617526800104,287.5619929544889,71.29066132700001,76.94165675498002,223.32488705227,243.70679806855003,132.7003402915
IDT,6.397660985430001,2288.80222700966,320.86385862653333,67.68661817845,72.87156990087001,214.75121388153,242.34523187053333,105.9648057836
LAN496,5.58739337819,2436.88779607366,267.94551930194444,68.18204364868,73.62958831468998,213.9375230593,240.57683299726668,120.63815854870002
LH123Ht,7.06411098989,2852.20078939834,291.1512432583222,70.38089131984,74.09085769230998,226.43782277990005,252.55421631771665,122.15764354366
LH145,6.52088245882,2565.88545807438,283.9614410945111,65.49457004504998,69.06965378293,209.67367965842004,242.0706676287667,109.29465937222
LH38,6.904753039219999,2558.7184061019,307.2648549499667,65.99536952001,70.00694403441999,207.30711257524,226.73391562636664,102.81446364323
LH39,6.75060724618,2649.53372655042,289.4951512594333,64.31770405809,67.99441177139002,205.69006710771,234.39665898753336,103.7586959457
LH59,7.01918594794,2752.83191011243,304.23047270943334,68.18475116693,72.74585391657,217.0218210833,245.1218538498,111.93227454367
LH60,8.03435582366,3185.7245674771702,303.15519654630003,69.42269181213,73.08968979400998,217.49403579147,255.20601543953333,114.50655332424
LH65,7.645171504629999,2900.518298769089,312.3413137838112,69.40165398554,73.77865874012,223.80966758391,259.81496053853334,120.06974831917
LH74,6.76185720199,2720.20405546012,289.34022045924445,67.33687869835,69.79243173986,210.41792872121,240.4398413277667,110.85830054705998
LH82,7.22114529322,3122.6847563991896,265.2043905297777,66.01307351291,67.44515870009,209.23823925084,230.4865419381333,107.2201290854
LH93,8.18164082983,3492.40941124612,277.08765230601114,68.92666909577,72.97817074858999,211.4372653788,228.61720192593336,117.47792771009
Lo1016,8.187268771080001,3288.0374010903497,293.5745535768555,69.58132778860998,73.27390953116,232.31484568122,259.8724172894333,127.20344782374002
Lo1026,7.9372513722,3205.73691493609,289.0473039620222,67.15864200799001,71.0968530382,223.62473213135,252.9600420670833,119.00915284087998
Lo1035,8.18971759935,3219.3904452247702,302.5991804726111,69.9663007008,73.80235068063,224.92250125283005,254.04999579283333,120.15602462593002
Lo1038,9.065548752260002,3922.21282401796,280.8158284769,70.70086520176001,75.97254308622999,225.95910874881,249.01001322605,116.87614587528
Lo1056,7.875730803470001,3222.08817017918,291.19695097023333,71.27949507703,75.79106062974999,221.90274601978,251.3976184376833,122.63965736124
Lo1063,7.643703543620001,3177.9243786247102,291.3035074414444,71.75443426838,73.95078176180002,207.07080656439,236.9395100704,115.99549102691
Lo1087,9.47191234941,3743.2887960097296,305.6035004978,72.08002563809,75.77968289916,221.0894923481,251.16621672115,120.306367485
Lo1094,7.979718456730001,3234.64443197218,284.62804529365553,68.98042899435,71.59047783394,216.13149861255,245.0368378858,115.23921240393
Lo1095,8.5968465791,3333.69837751994,306.63300279386664,69.26130965884,73.53212747155,217.42959539831,251.05889086386665,113.16983908685002
Lo1101,8.04743539783,3149.3661582662103,302.54187639326665,66.48157394011,68.45957881871999,220.71763400318,252.11097018036665,111.68921599083
Lo1106,8.33343450963,3197.67961884325,306.8255482807,69.2384466386,72.35761435891,223.30784994932,252.09129349061664,121.45062890859
Lo1123,7.42320856937,2707.74233609533,310.8206363807889,67.10174322411,68.89175734367001,217.13241607222997,244.22124373796663,112.6050286955
Lo1124,7.628442224990001,2735.75460797227,328.2424989218556,69.0247733807,72.41046760756998,222.01663903008003,251.1987738507833,108.94166308408
Lo1172,8.14032241955,3077.26341973506,305.59642603702224,68.85120197689,70.86765587941,224.68622310257,249.8001412935,114.50932615393
Lo1180,7.195524915979999,2756.19298229292,296.3099084962111,66.34561899261,69.22193310711,216.15644014674,237.4360721143333,119.84339398485
Lo1187,7.44706919308,2987.827709622381,291.24055136046667,67.45840101531,70.74691537983,214.0395505257,242.64298523316663,118.42104381188
Lo1199,8.252148492829999,3358.26028701045,288.02308888631114,69.25663661151,71.62960574194,229.30404700375,253.58733812086663,121.51171528889004
Lo1203,8.74024490332,3645.37676834738,283.7704277770111,69.48249997443,71.9974252303,229.99613517164,259.793480181,121.35927582435
Lo1223,8.855742921529998,3351.4921597041293,309.35216986984443,68.76503635679998,71.44101830158,228.67211729339,253.43602731996663,116.07017284766002
Lo1242,7.79473369399,2930.568671063,313.91178431332224,67.63812279749,70.60068926601,221.79509624293,251.91035785020003,108.44049804889
Lo1251,9.03024096566,3493.388233343689,312.23975297923334,70.35591778631002,74.53163527925001,225.918583691,259.26065951555,122.41371102564
Lo1253,9.13770763577,3391.3204572570903,309.75493560477776,69.18755564725,72.74461960695,240.0097482770101,262.62716858135,131.72062133345
Lo1261,8.825955489379998,3456.1347706827496,300.43849057688885,69.11233676546001,72.17969737694999,223.95142171881,250.0565461299,122.32751696637
Lo1266,8.85755683802,3284.22044132371,314.25246786311106,69.45280355416,71.95953916337001,225.57392369451,251.45389096238333,114.12562572118
Lo1270,8.35135183398,3269.1561631428,300.6811059378889,70.14900191097,74.17102838906001,224.3495462719,254.06155195556664,115.44272187335
Lo1273,7.913456255430001,2841.6049217844698,322.9169412213111,68.47801599051999,70.9595404422,211.16654370959,235.82531845601667,115.81011342505
Lo1274,7.33881639323,2673.9396094158005,316.4115882159,67.97524648453,71.31047465514999,225.34432217498,259.43746160605,106.62308859237002
Lo1280,7.42322080571,2658.14076978534,347.1251361433222,67.89803170927,71.86892958274998,221.43497586221,249.32308448658333,112.80047335632
Lo1282,8.56484773497,3108.61769267294,323.6275857444889,68.7872871941,73.60150073622,229.16190739249,255.7713878679833,119.0476750622
Lo1284,7.706037933279999,2721.38533884725,321.6036284523778,67.23846528208,71.94918975682,220.79643105417003,242.3549832644333,104.57942554509
Lo1288,9.12575579862,3363.5343899531604,318.87896513920003,70.85577835263,73.71587828012001,220.62762810739,241.31248639628336,119.22007400299
Lo1290,7.911372414339999,2934.89677984038,314.90645922843333,69.03528650249999,72.79285493291,219.48362778168,246.4928603872,109.52991425288
Lo1301,8.95770031648,3735.0067387760296,282.4269937987889,68.13668995455001,70.18021304408,216.09667227636004,244.58696412056668,113.70673526009998
Lo904,8.4445675286,3395.45491744388,295.9292859698555,68.07621138239,71.43974223661,224.4261606971,252.63373319635,120.65980868938998
Lp5,7.08086035261,2784.9280933607,295.22791855242224,65.34283783087001,68.16060154473,214.2286486418,245.37982231523333,111.07813887665
ML606,7.50779240087,2868.37870136888,299.91758626706667,65.56641288546,69.89605936565,215.99969713355,236.89018493208337,111.11017366182
MS153,5.780638305779999,2165.9923399694603,308.29493408371104,65.24339005196,69.91462616282,217.50098061297,244.62853829456665,120.55885316290998
MS71,5.97217016817,2426.80733132621,280.7434018643445,67.08184849005002,71.59046320033,210.24751865779,236.70965159556667,108.89996442646
Mo15W,6.512203372789999,2502.6535596733,309.59213028063334,70.33163179298,76.16736298619,218.10004809455003,240.44381889763332,120.3322178897
Mo17,6.979572962460002,2530.50353121342,323.5367551440889,69.47880958546,74.57957897223,220.94325907796,246.72801537431664,122.4109140471
N16,6.31513298541,2941.36273549619,255.19213504936664,70.92527189759,75.15528812782,225.93702505315,250.04613651388328,125.73422129048
N192,6.75656211939,2570.5257140201898,298.45589703147783,65.01661366481,68.18156242281,209.32121065061,234.14414671485,105.65886412044
N22,6.22491794297,2619.4344862197004,276.33631526258887,68.90396502727,74.24557788647,211.99872074723004,233.81907066781665,115.20735164970002
N25,5.44152759643,2125.01004162477,299.7844245035,68.65119216454,74.39760112635999,219.229932557,247.39545367235,115.29456879104
N6,5.81867969757,2342.42570310323,288.63041696331106,66.42788528866,71.21735298182,211.5377493319,231.04735215291663,110.91496049723004
NC290,7.418266227359998,2891.7094753414904,307.04007484085554,68.68635608102,73.81099534635,222.22408417712,251.45063698906665,109.18153023367
NC358,6.84490378241,3378.85577498641,259.6041266415111,70.36524779748999,75.83573337581998,224.22562632463,244.4397318653,117.74169012831
NDB8,5.14347818979,1943.3210510541496,294.8763734366222,64.69628001063998,67.40743575977001,207.71025277664,232.5048888557333,117.20029155679
NK764,6.36053890862,2560.34450859775,283.2799213429333,64.82341327381,68.51149142727999,204.94354877186,229.00437787481664,103.28626494537
NK807,6.462865432469999,2489.65690039974,297.54433108791113,64.53844338022,67.20481419361,216.35113551269,242.4880466689,111.3408403592
NQ508,7.66485232942,2927.64713908088,303.17065799293334,67.36085173188,70.99193978302,219.35755799463,248.20102279516664,123.04701684973
NS701,7.69264455197,2843.37321651207,313.16312354403334,68.06296593558,70.86794632857001,219.3490197315,248.0147398447,119.20173908054998
Oh02,7.183533527050001,2684.1831245809094,304.71615956523334,71.23472750432002,75.28516926806999,230.91457198467,253.4128714281833,131.44587434363
Oh33,5.77415749339,2388.8489963592697,271.0256087283,66.74127876408001,70.97238660814,219.10824469930003,240.70943435361667,111.68525170285
Oh40B,6.29699794491,2450.49575194125,301.0370201505111,67.48088821903,72.40729804486,220.28644072099,250.0429111843167,113.52649965701
Oh43,7.023673658280001,2828.49154299199,294.0769415009666,65.85592944731,70.57471372319,217.53416624752,244.2301443361333,112.3188006104
Os426,5.947978240029999,2274.29709958214,296.01458162896665,69.62723696236,74.07152960704,229.36104550659,250.79711990386664,131.21091975026002
P465P,6.62465816885,2845.6777145261303,277.2424043301778,66.83750954675,71.81557910197999,220.42458411845,244.86344036138337,115.63101603018
PB116,5.48880444544,2283.37252067409,268.3688027500445,67.35329354788,69.94884749724,217.08618371134,244.4369904556,117.99904365416
PB98TR,6.2042068031,2440.72384238568,289.72095799212224,68.51971836536998,74.52223665487,228.93438484931,255.04449719003333,128.60849577540998
PH207,6.94635094731,2591.9539084412004,301.4135332163889,63.03363365388999,66.37262280640002,211.45425859314,236.5736839204,109.16392908625998
PHB09,6.93432818646,2538.066609896829,315.5800873471,67.18226096242,70.50382620644999,217.24551359684,238.3654784168,117.18021881666
PHG35,8.717357481039999,3289.55895213817,306.3288112698222,70.2184192477,72.78561575848,227.87344686302,259.4498824472167,118.91513559437
PHG39,7.93686535378,2946.7882160039303,312.5857607998444,69.10012128072,71.96414241641001,227.8536505771,250.10302431873333,116.56740029635
PHG47,6.898782285930001,2778.03467946659,283.2867208342,65.14225549454001,68.03161322083,210.08024302852,237.00229282455,103.14899714023
PHG50,7.30395849614,2815.95867587277,290.18921649715554,64.76789605169999,68.33177389266001,213.1389260817,236.35109082725,110.92548885624
PHG71,6.948432122830001,2509.0252664498903,306.5475583252333,64.82163218696,67.91776665843,209.29517679216005,230.56332366195,111.72108636264996
PHG80,7.725390653470001,2863.68026479537,312.8385163635111,67.89584928032001,70.80079061446,211.58728152866,232.06333045155,111.03380652449
PHG83,7.79922439864,2844.10230124566,312.6740881262112,67.28558506558001,71.06278072895999,218.86973176501,239.6352923372,109.46023651184
PHG84,7.83230942568,3003.39529701064,304.7680607233333,70.48453977390001,74.21125329944002,224.47313313273,248.02269448828332,114.50668826168
PHG86,7.765305957610001,3061.75663827922,291.4245717867556,68.41992223643001,70.28584321496001,222.27391447765,247.96885236388331,119.45783252278
PHH93,6.50760555918,2529.9814656756403,290.4996621615222,64.57481344285,67.62337723341,210.16970128937,232.54848476266665,111.59946205481
PHJ40,6.405942036990001,2496.3358705095698,291.69487498813334,64.65289042594,67.00161906798,211.85185330198,234.65993635555003,111.64835103896
PHK29,8.46647769984,3334.9165383684194,297.3621262470555,68.06822841693,72.94252933217999,219.59722646393,244.34567427895,118.16010511345
PHK76,7.708993298230001,2855.73191513087,309.4703302627444,67.76728452939001,69.66785680129001,225.09968952130004,253.50702137716667,115.93590456213
PHR36,7.400353584119999,2987.324870388,286.3914369089111,66.99951223781002,70.77092878303999,216.94153161108,234.0807420493833,118.09008186508
PHT77,7.22793130341,2906.74650183525,289.47018034018885,67.36043892908,71.21792809669,218.7445686069,243.84283394898333,113.47189830622
PHV63,7.7760757118,3236.35164987639,279.34972411182224,69.10610322795,72.63872828926,210.52345790214,236.67149629766664,115.22467568012
PHW65,8.47235642574,3205.04873685744,306.6664692485112,69.84548670494999,73.09832526473,215.87609733063,239.8724081520833,110.72690913918
PHZ51,8.01263169621,3140.8211829156003,295.8380940539667,69.48319031877,73.00848643159,236.91384410591,258.88083529591665,126.39717057065
Pa36,4.037903808719999,1846.9655885156903,242.48008126002225,63.05786927671001,66.69928470348,206.4473477603,230.63700312221667,111.03579434940998
