pair,relatedness
C-alfa_D-beta,-0.1404
C-alfa_E-17,0.8175
C-alfa_E-18,-0.2463
C-alfa_E-21,0.8424
C-alfa_E-23,0.8953
C-alfa_F-13,-0.2348
C-alfa_G-11,0.9152
C-alfa_G-21,-0.2556
C-alfa_H-29,-0.1908
C-alfa_H-33,-0.2502
C-alfa_C-9,-0.1821
C-G_C-H,-0.2767
C-G_C-K,-0.2204
C-G_D-5,-0.1085
C-G_D-7,-0.1531
C-G_D-8,0.7613
C-G_D-12,-0.2037
C-G_D-13,0.8045
C-G_D-14,-0.1176
C-G_D-3.5,-0.0866
C-G_D-beta,-0.1041
C-G_E-17,0.7577
C-G_E-18,-0.2205
C-G_E-21,0.7658
C-G_E-23,0.7846
C-G_F-13,-0.2077
C-G_G-11,0.8045
C-G_G-21,-0.2296
C-G_H-29,-0.2034
C-G_H-33,-0.224
C-G_C-9,-0.1661
C-H_C-K,0.7403
C-H_D-5,-0.2118
C-H_D-7,-0.0039
C-H_D-8,-0.3274
C-H_D-12,0.0039
C-H_D-13,-0.3268
C-H_D-14,-0.1617
C-H_D-3.5,-0.1983
C-H_D-beta,-0.2038
C-H_E-17,-0.3392
C-H_E-18,0.5533
C-H_E-21,-0.318
C-H_E-23,-0.3468
C-H_F-13,0.5795
C-H_G-11,-0.3268
C-H_G-21,0.721
C-H_H-29,-0.0032
C-H_H-33,0.6569
C-H_C-9,-0.0272
C-K_D-5,-0.1387
C-K_D-7,-0.2527
C-K_D-8,-0.2757
C-K_D-12,-0.2274
C-K_D-13,-0.2712
C-K_D-14,-0.1181
C-K_D-3.5,-0.1263
C-K_D-beta,-0.143
C-K_E-17,-0.3192
C-K_E-18,0.6968
C-K_E-21,-0.3023
C-K_E-23,-0.2523
C-K_F-13,0.7135
C-K_G-11,-0.2712
C-K_G-21,0.8279
C-K_H-29,-0.2799
C-K_H-33,0.7566
C-K_C-9,-0.273
D-5_D-7,-0.1136
D-5_D-8,-0.1888
D-5_D-12,-0.1098
D-5_D-13,-0.1745
D-5_D-14,0.8447
D-5_D-3.5,0.9333
D-5_D-beta,0.9009
D-5_E-17,-0.1952
D-5_E-18,-0.1481
D-5_E-21,-0.2005
D-5_E-23,-0.1699
D-5_F-13,-0.1311
D-5_G-11,-0.1745
D-5_G-21,-0.1681
D-5_H-29,-0.1238
D-5_H-33,-0.1517
D-5_C-9,-0.1042
D-7_D-8,-0.1687
D-7_D-12,0.9476
D-7_D-13,-0.1698
D-7_D-14,-0.0726
D-7_D-3.5,-0.0902
D-7_D-beta,-0.0951
D-7_E-17,-0.1699
D-7_E-18,-0.2628
D-7_E-21,-0.1503
D-7_E-23,-0.1715
D-7_F-13,-0.2449
D-7_G-11,-0.1978
D-7_G-21,-0.2742
D-7_H-29,0.8927
D-7_H-33,-0.252
D-7_C-9,0.9831
D-8_D-12,-0.2436
D-8_D-13,0.8081
D-8_D-14,-0.1553
D-8_D-3.5,-0.1816
D-8_D-beta,-0.1977
D-8_E-17,0.9579
D-8_E-18,-0.2645
D-8_E-21,0.9648
D-8_E-23,0.8002
D-8_F-13,-0.2631
D-8_G-11,0.8081
D-8_G-21,-0.2749
D-8_H-29,-0.197
D-8_H-33,-0.2664
D-8_C-9,-0.17
D-12_D-13,-0.2384
D-12_D-14,-0.0816
D-12_D-3.5,-0.0863
D-12_D-beta,-0.0912
D-12_E-17,-0.2589
D-12_E-18,-0.2262
D-12_E-21,-0.2387
D-12_E-23,-0.2375
D-12_F-13,-0.2189
D-12_G-11,-0.2384
D-12_G-21,-0.2368
D-12_H-29,0.8418
D-12_H-33,-0.2162
D-12_C-9,0.9424
D-13_D-14,-0.1737
D-13_D-3.5,-0.1685
D-13_D-beta,-0.1704
D-13_E-17,0.8175
D-13_E-18,-0.2725
D-13_E-21,0.8267
D-13_E-23,0.961
D-13_F-13,-0.2614
D-13_G-11,0.983
D-13_G-21,-0.2824
D-13_H-29,-0.1908
D-13_H-33,-0.2759
D-13_C-9,-0.1821
D-14_D-3.5,0.8409
D-14_D-beta,0.8645
D-14_E-17,-0.1495
D-14_E-18,-0.1278
D-14_E-21,-0.1545
D-14_E-23,-0.1963
D-14_F-13,-0.1117
D-14_G-11,-0.1737
D-14_G-21,-0.1475
D-14_H-29,-0.0798
D-14_H-33,-0.1325
D-14_C-9,-0.0615
D-3.5_D-beta,0.8994
D-3.5_E-17,-0.189
D-3.5_E-18,-0.1358
D-3.5_E-21,-0.1941
D-3.5_E-23,-0.163
D-3.5_F-13,-0.119
D-3.5_G-11,-0.1685
D-3.5_G-21,-0.1556
D-3.5_H-29,-0.136
D-3.5_H-33,-0.1399
D-3.5_C-9,-0.0801
D-beta_E-17,-0.1908
D-beta_E-18,-0.1526
D-beta_E-21,-0.2098
D-beta_E-23,-0.1653
D-beta_F-13,-0.136
D-beta_G-11,-0.1704
D-beta_G-21,-0.1726
D-beta_H-29,-0.129
D-beta_H-33,-0.1562
D-beta_C-9,-0.0855
E-17_E-18,-0.3212
E-17_E-21,0.9784
E-17_E-23,0.7966
E-17_F-13,-0.3098
E-17_G-11,0.8175
E-17_G-21,-0.3325
E-17_H-29,-0.1947
E-17_H-33,-0.3223
E-17_C-9,-0.1701
E-18_E-21,-0.3038
E-18_E-23,-0.2528
E-18_F-13,0.939
E-18_G-11,-0.2725
E-18_G-21,0.7361
E-18_H-29,-0.3
E-18_H-33,0.777
E-18_C-9,-0.2724
E-21_E-23,0.8049
E-21_F-13,-0.2919
E-21_G-11,0.8267
E-21_G-21,-0.3148
E-21_H-29,-0.1765
E-21_H-33,-0.3053
E-21_C-9,-0.1636
E-23_F-13,-0.24
E-23_G-11,0.961
E-23_G-21,-0.2887
E-23_H-29,-0.1966
E-23_H-33,-0.2559
E-23_C-9,-0.1849
F-13_G-11,-0.2614
F-13_G-21,0.7536
F-13_H-29,-0.2695
F-13_H-33,0.8246
F-13_C-9,-0.2647
G-11_G-21,-0.2824
G-11_H-29,-0.2179
G-11_H-33,-0.2759
G-11_C-9,-0.21
G-21_H-29,-0.2915
G-21_H-33,0.8083
G-21_C-9,-0.2733
H-29_H-33,-0.2878
H-29_C-9,0.8849
H-33_C-9,-0.2612
